Burgundy Hospitality pvt ltd,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149
11137,PINK RIBBON,PIN RIB,PRIB,Provenance Gifting,,,,,,RM,,CORE,,MFR,,,30,31.5,31.5,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,1104,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,30,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11138,PRICE CARD BIG,PRI CAR BIG,PCARBIG,Provenance Gifting,,,,,,RM,,,,MFR,,,4.25,4.25,4.25,0,0,3,11,YES,NO,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,39199010,PURCHASE RATE,0,MRP,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,,No,,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,0,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,4.25,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11139,PRICE CARD SMALL,PRI CAR SMA,PCARSMA,Provenance Gifting,,,,,,RM,,,,MFR,,,3.5,3.5,3.5,0,0,3,11,YES,NO,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,39199010,PURCHASE RATE,0,MRP,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,,No,,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,0,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,3.5,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11140,PURPLE RIBBON,PUR RIB,PRI,Provenance Gifting,,,,,,RM,,CORE,,MFR,,,30,31.5,31.5,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,1104,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,30,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11141,RED RIBBON,RED RIB,RRIB,Provenance Gifting,,,,,,RM,,CORE,,MFR,,,30,37,37,0,0,3,11,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,58089040,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,30,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11142,COFFEE AND HOT CHOCOLATE STICKER BACK-PIECES,COF AND HOT CHO STI BAC,C& HHOT,Provenance Packaging,,,,,Outright,RM,THIRD WEEK OF EVERY MONTH,CORE,HO,MFR,,,4.5,4.5,4.5,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,39199010,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,4.5,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11143,COFFEE AND HOT CHOCOLATE STICKER FRONT-PIECES,COF & HOT CHO STI FRO,CHOT,Provenance Packaging,,,,,Outright,RM,THIRD WEEK OF EVERY MONTH,CORE,HO,MFR,,,5.5,5.5,5.5,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,39199010,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,5.5,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11144,COFFEE BAG LARGE-PIECES,COF BAG LAR,CBAGLAR,Provenance Packaging,,,,,Outright,RM,THIRD WEEK OF EVERY MONTH,CORE,HO,MFR,,,17,17,17,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,3923,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,17,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11145,COFFEE BAGS SMALL-PIECES,COF BAG SMA,CBAGSMA,Provenance Packaging,,,,,Outright,RM,THIRD WEEK OF EVERY MONTH,CORE,HO,MFR,,,11.6,11.6,11.6,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,3923,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,11.6,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11146,ECOMMERCE STICKER-PIECES,ECO STI,ESTI,Provenance Packaging,,,,,Outright,RM,THIRD WEEK OF EVERY MONTH,CORE,HO,MFR,,,5.5,5.5,5.5,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,39199010,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,5.5,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11147,PROVENANCE ECOMM TAPE,PRO ECO TAP,PECOTAP,Provenance Packaging,,,,,Outright,RM,Third Week of every month,CORE,HO,MFR,,,65,65,65,0,0,3,0,,YES,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,39199090,PURCHASE RATE,0,SELLING RATE,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,65,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11148,ROUND PROVENANCE STICKER,ROU PRO STI,RPROSTI,Provenance Packaging,,,,,Outright,RM,Third Week of every month,,HO,MFR,,,2.5,2.5,2.5,0,0,3,0,YES,NO,0,BURGUNDY HOSPITALITY PRIVATE LIMITED,REGULAR,0,NO,5005,GST 18%,4819,MRP,0,MRP,0,27AAFCB1863N1ZC,N0,366,YES,Not Applicable,Yes,,No,,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,0,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,2.5,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,,MIGRATION,,,,,
11150,BROWN SUGAR SACHET,BRO SUG,BSUG,Raw Material,,,,,,RM,,CORE,,MFR,,,0.48,0.48,0.48,0,0,3,0,,YES,0,EXPLOR-INDIA MARKETING PVT LTD,REGULAR,0,NO,5003,GST 5%,17019990,PURCHASE RATE,0,SELLING RATE,0,27AAACE6179M1Z5,N0,1,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,0.48,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11151,BUTTER,BUT,BTT,Raw Material,,,,,,RM,,CORE,,MFR,,,1,1,1,0,0,3,0,,YES,0,,REGULAR,0,NO,5003,GST 5%,4049000,PURCHASE RATE,0,SELLING RATE,0,,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,1,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11152,CARAMEL FLAVOUR,CAR FLA ( MON ),CFLA( M,Raw Material,,,,,,RM,,,,MFR,,,10.5,60,60,0,0,3,0,,YES,0,EXPLOR-INDIA MARKETING PVT LTD,REGULAR,0,NO,5005,GST 18%,21069092,PURCHASE RATE,0,SELLING RATE,0,27AAACE6179M1Z5,N0,1095,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,1000,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,10.5,0,0,0,0,0,0,Manual,1,1,0,0,0,Assembly,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11153,CHAMOMILE   FRAGRANT / FLORAL 100 PACK,CHA FRA / FLO 100 PAC,C F FR,Raw Material,,,,,,RM,,CORE,,MFR,,,35.59,35.59,35.59,0,0,3,0,,YES,0,,REGULAR,0,NO,5005,GST 18%,9024040,PURCHASE RATE,0,SELLING RATE,0,,N0,1095,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,35.59,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11155,CHILLI FLAKES SACHET,CHI FLA SAC,CFLASAC,Raw Material,,,,,,RM,,,,MFR,,,0,0,0,0,0,3,0,,YES,0,EXPLOR-INDIA MARKETING PVT LTD,INACTIVE,0,NO,5003,GST 5%,9042219,PURCHASE RATE,0,SELLING RATE,0,27AAACE6179M1Z5,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11156,CHOCOLATE SYRUP,CHO SYR,CSYR,Raw Material,,,,,,RM,,,,MFR,,,0,0,0,0,0,3,11,,YES,0,EXPLOR-INDIA MARKETING PVT LTD,INACTIVE,0,NO,5003,GST 5%,21069040,PURCHASE RATE,0,SELLING RATE,0,27AAACE6179M1Z5,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,1000,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11157,CINNAMON COFFEE CONCERNTRATE-LITRE,CIN COF CON,CCOFCON,Raw Material,,,,,,RM,,CORE,,MFR,,,1,1,1,0,0,3,0,,YES,0,,REGULAR,0,NO,5003,GST 5%,2101,PURCHASE RATE,0,SELLING RATE,0,,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,1000,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,1,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11158,COFFEE BAG - ROYALE KG,COF BAG - ROY KG,CBAG- R,Raw Material,,,,,,RM,,CORE,,MFR,,,1737,1737,1737,0,0,3,0,,YES,0,YARAMAN COFFEE PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,0901,PURCHASE RATE,0,SELLING RATE,0,27AAFCV4071Q1ZO,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,1000,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,No,0,0,Yes,Yes,Itemmaster,No,Yes,Default,1737,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11159,COFFEE CONCERNTRATE,COF CON,CCON,Raw Material,,,,,,RM,,CORE,,MFR,,,1,1,1,0,0,3,0,,YES,0,,REGULAR,0,NO,5003,GST 5%,2101,PURCHASE RATE,0,SELLING RATE,0,,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,1000,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,1,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11160,CONDENSED MILK-LITRE,CON MIL,CMIL,Raw Material,,,,,,RM,,CORE,,MFR,,,125,125,125,0,0,3,6.25,,YES,0,,REGULAR,0,NO,5003,GST 5%,18063100,PURCHASE RATE,0,SELLING RATE,0,,N0,366,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,1000,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,125,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11161,CREAMER,CRE,CREA,Raw Material,,,,,,RM,,,,MFR,,,0,0,0,0,0,3,0,,YES,0,,INACTIVE,0,NO,5005,GST 18%,700220,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11162,EARL GREY  BLACK 100 PACK-PIECES,EAR GRE BLA 100 PAC,EGRE BL,Raw Material,,,,,,RM,,CORE,,MFR,,,1,1,1,0,0,3,11,,YES,0,,REGULAR,0,NO,5003,GST 5%,9024040,PURCHASE RATE,0,SELLING RATE,0,,N0,1095,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,1,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11163,ENGLISH BREAKFAST BLACK 100 PACK-PIECES,ENG BRE BLA 100 PAC,EBRE B,Raw Material,,,,,,RM,,CORE,,MFR,,,33.79,33.79,33.79,0,0,3,11,,YES,0,,REGULAR,0,NO,5003,GST 5%,9024040,PURCHASE RATE,0,SELLING RATE,0,,N0,1095,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,33.79,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
11164,FRESH LEMON GRASS JUICE,FRE LEM GRA JUI,FLEMGRA,Raw Material,,,,,,RM,,,,MFR,,,0,0,0,0,0,3,0,,YES,0,,INACTIVE,0,NO,5005,GST 18%,3301,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Not Required,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,1000,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Ingredients,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
